topcreditor,topdebtor,creditor,debtor,amount,risk
org.eclipse.jdt.internal.debug.core.model,org.eclipse.jdt.internal.debug.core.model,JDIThread,JDIDebugElement,71
org.eclipse.jdt.internal.debug.core.model,org.eclipse.jdt.internal.debug.core.model,JDIThread,JDIDebugTarget,12
org.eclipse.jdt.internal.debug.core.model,org.eclipse.jdt.internal.debug.core.model,JDIThread,JDIObjectValue,1
org.eclipse.jdt.internal.debug.core.model,org.eclipse.jdt.internal.debug.core.model,JDIThread,JDIStackFrame,5
org.eclipse.jdt.internal.debug.core.model,org.eclipse.jdt.internal.debug.core.model,JDIThread,JDIThread,143
org.eclipse.jdt.internal.debug.core.model,org.eclipse.jdt.internal.debug.core.model,JDIThread,JDIValue,2
org.eclipse.jdt.internal.debug.core.model,org.eclipse.jdt.internal.debug.core.model,JDIThread,StepHandler,6
org.eclipse.jdt.internal.debug.core.model,org.eclipse.jdt.internal.debug.core.model,JDIThread,ThreadJob,3
org.eclipse.jdt.internal.debug.core.model,org.eclipse.jdt.internal.debug.core.model,JDIThreadGroup,JDIDebugElement,9
org.eclipse.jdt.internal.debug.core.model,org.eclipse.jdt.internal.debug.core.model,JDIThreadGroup,JDIDebugTarget,3
org.eclipse.jdt.internal.debug.core.model,org.eclipse.jdt.internal.debug.core.model,JDIType,JDIType,8
org.eclipse.jdt.internal.debug.core.model,org.eclipse.jdt.internal.debug.core.model,JDIValue,JDIDebugElement,11
org.eclipse.jdt.internal.debug.core.model,org.eclipse.jdt.internal.debug.core.model,JDIValue,JDIDebugTarget,1
org.eclipse.jdt.internal.debug.core.model,org.eclipse.jdt.internal.debug.core.model,JDIValue,JDIType,1
org.eclipse.jdt.internal.debug.core.model,org.eclipse.jdt.internal.debug.core.model,JDIValue,JDIValue,13
org.eclipse.jdt.internal.debug.core.model,org.eclipse.jdt.internal.debug.core.model,JDIVariable,JDIDebugElement,6
org.eclipse.jdt.internal.debug.core.model,org.eclipse.jdt.internal.debug.core.model,JDIVariable,JDIDebugTarget,3
org.eclipse.jdt.internal.debug.core.model,org.eclipse.jdt.internal.debug.core.model,JDIVariable,JDIType,1
org.eclipse.jdt.internal.debug.core.model,org.eclipse.jdt.internal.debug.core.model,JDIVariable,JDIValue,5
org.eclipse.jdt.internal.debug.core.model,org.eclipse.jdt.internal.debug.core.model,JDIVariable,JDIVariable,6
org.eclipse.jdt.internal.debug.core.model,org.eclipse.jdt.internal.debug.core.model,JDIVoidValue,JDIDebugTarget,1
org.eclipse.jdt.internal.debug.core.model,org.eclipse.jdt.internal.debug.core.model,StepHandler,JDIDebugElement,20
org.eclipse.jdt.internal.debug.core.model,org.eclipse.jdt.internal.debug.core.model,StepHandler,JDIDebugTarget,7
org.eclipse.jdt.internal.debug.core.model,org.eclipse.jdt.internal.debug.core.model,StepHandler,JDIMethod,2
org.eclipse.jdt.internal.debug.core.model,org.eclipse.jdt.internal.debug.core.model,StepHandler,JDIStackFrame,1
org.eclipse.jdt.internal.debug.core.model,org.eclipse.jdt.internal.debug.core.model,StepHandler,JDIThread,18
org.eclipse.jdt.internal.debug.core.model,org.eclipse.jdt.internal.debug.core.model,StepHandler,StepHandler,31
org.eclipse.jdt.internal.debug.core.model,org.eclipse.jdt.internal.debug.core.model,StepReturnHandler,JDIThread,2
org.eclipse.jdt.internal.debug.core.model,org.eclipse.jdt.internal.debug.core.model,StepToFrameHandler,JDIDebugElement,1
org.eclipse.jdt.internal.debug.core.model,org.eclipse.jdt.internal.debug.core.model,StepToFrameHandler,JDIThread,3
org.eclipse.jdt.internal.debug.core.model,org.eclipse.jdt.internal.debug.core.model,StepToFrameHandler,StepHandler,4
org.eclipse.jdt.internal.debug.core.model,org.eclipse.jdt.internal.debug.core.model,StepToFrameHandler,StepToFrameHandler,2
org.eclipse.jdt.internal.debug.core.model,org.eclipse.jdt.internal.debug.core.model,ThreadDeathHandler,JDIDebugElement,3
org.eclipse.jdt.internal.debug.core.model,org.eclipse.jdt.internal.debug.core.model,ThreadDeathHandler,JDIDebugTarget,2
org.eclipse.jdt.internal.debug.core.model,org.eclipse.jdt.internal.debug.core.model,ThreadDeathHandler,JDIThread,1
org.eclipse.jdt.internal.debug.core.model,org.eclipse.jdt.internal.debug.core.model,ThreadDeathHandler,ThreadDeathHandler,1
org.eclipse.jdt.internal.debug.core.model,org.eclipse.jdt.internal.debug.core.model,ThreadJob,JDIThread,2
org.eclipse.jdt.internal.debug.core.model,org.eclipse.jdt.internal.debug.core.model,ThreadStartHandler,JDIDebugElement,4
org.eclipse.jdt.internal.debug.core.model,org.eclipse.jdt.internal.debug.core.model,ThreadStartHandler,JDIDebugTarget,2
org.eclipse.jdt.internal.debug.core.model,org.eclipse.jdt.internal.debug.core.model,ThreadStartHandler,JDIThread,2
org.eclipse.jdt.internal.debug.core.model,org.eclipse.jdt.internal.debug.core.model,ThreadStartHandler,ThreadStartHandler,5
org.eclipse.jdt.internal.debug.core.model,org.eclipse.jdt.internal.debug.core.model,Timer,Timer,17
org.eclipse.jdt.internal.debug.core.model,org.eclipse.jdi.internal,JDIDebugTarget,MirrorImpl,1
org.eclipse.jdt.internal.debug.core.model,org.eclipse.jdi.internal,JDIModificationVariable,ValueImpl,1
org.eclipse.jdt.internal.debug.core.model,org.eclipse.jdi.internal,JDIStackFrame,ValueImpl,1
org.eclipse.jdt.internal.debug.core.model,org.eclipse.jdi.internal.jdwp,JDIDebugTarget,JdwpPacket,1
org.eclipse.jdt.internal.debug.core.model,org.eclipse.jdi.hcr,DropToFrameHandler,EventRequestManager,1
org.eclipse.jdt.internal.debug.core.model,org.eclipse.jdi.hcr,DropToFrameHandler,ThreadReference,1
org.eclipse.jdt.internal.debug.core.model,org.eclipse.jdi.hcr,JDIDebugTarget,ReferenceType,2
org.eclipse.jdt.internal.debug.core.model,org.eclipse.jdi.hcr,JDIDebugTarget,VirtualMachine,1
org.eclipse.jdt.internal.debug.core.model,org.eclipse.jdi.hcr,JDIStackFrame,VirtualMachine,1
org.eclipse.jdt.internal.debug.core.model,org.eclipse.jdi,JDIDebugElement,VirtualMachine,2
org.eclipse.jdt.internal.debug.core.model,org.eclipse.jdt.internal.debug.core.breakpoints,JDIDebugTarget,JavaBreakpoint,8
org.eclipse.jdt.internal.debug.core.model,org.eclipse.jdt.internal.debug.core.breakpoints,JDIThread,ConditionalBreakpointHandler,2
org.eclipse.jdt.internal.debug.core.model,org.eclipse.jdt.internal.debug.core.breakpoints,JDIThread,JavaBreakpoint,2
org.eclipse.jdt.internal.debug.core.model,org.eclipse.jdt.internal.debug.core.breakpoints,JDIThread,JavaLineBreakpoint,1
org.eclipse.jdt.internal.debug.core.model,org.eclipse.jdt.internal.debug.core.logicalstructures,JDIReferenceListVariable,JDIPlaceholderVariable,4
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.debug.core,AndOperator,IJavaPrimitiveValue,6
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.debug.core,ArrayAccess,IJavaArray,1
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.debug.core,ArrayAccess,IJavaPrimitiveValue,1
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.debug.core,ArrayAccess,IJavaValue,1
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.debug.core,ArrayAllocation,IJavaArray,1
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.debug.core,ArrayAllocation,IJavaArrayType,2
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.debug.core,ArrayAllocation,IJavaPrimitiveValue,1
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.debug.core,ArrayInitializerInstruction,IJavaArray,1
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.debug.core,ArrayInitializerInstruction,IJavaArrayType,1
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.debug.core,AssignmentOperator,IJavaPrimitiveValue,8
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.debug.core,Cast,IJavaObject,1
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.debug.core,Cast,IJavaPrimitiveValue,8
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.debug.core,ConditionalJump,IJavaPrimitiveValue,1
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.debug.core,Constructor,IJavaClassType,1
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.debug.core,DivideOperator,IJavaPrimitiveValue,8
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.debug.core,EqualEqualOperator,IJavaPrimitiveValue,5
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.debug.core,GreaterEqualOperator,IJavaPrimitiveValue,4
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.debug.core,GreaterOperator,IJavaPrimitiveValue,4
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.debug.core,InstanceOfOperator,IJavaObject,1
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.debug.core,InstanceOfOperator,IJavaType,1
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.debug.core,Instruction,IJavaClassObject,2
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.debug.core,Instruction,IJavaDebugTarget,11
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.debug.core,Instruction,IJavaReferenceType,2
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.debug.core,LeftShiftOperator,IJavaPrimitiveValue,6
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.debug.core,LessEqualOperator,IJavaPrimitiveValue,4
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.debug.core,LessOperator,IJavaPrimitiveValue,4
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.debug.core,MinusOperator,IJavaPrimitiveValue,8
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.debug.core,MultiplyOperator,IJavaPrimitiveValue,8
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.debug.core,NotOperator,IJavaPrimitiveValue,1
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.debug.core,OrOperator,IJavaPrimitiveValue,6
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.debug.core,PlusOperator,IJavaObject,1
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.debug.core,PlusOperator,IJavaPrimitiveValue,16
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.debug.core,PostfixMinusMinusOperator,IJavaPrimitiveValue,7
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.debug.core,PostfixPlusPlusOperator,IJavaPrimitiveValue,7
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.debug.core,PrefixMinusMinusOperator,IJavaPrimitiveValue,7
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.debug.core,PrefixPlusPlusOperator,IJavaPrimitiveValue,7
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.debug.core,PushArrayLength,IJavaArray,1
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.debug.core,PushFieldVariable,IJavaObject,1
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.debug.core,PushStaticFieldVariable,IJavaReferenceType,2
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.debug.core,RemainderOperator,IJavaPrimitiveValue,8
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.debug.core,RightShiftOperator,IJavaPrimitiveValue,6
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.debug.core,SendMessage,IJavaObject,1
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.debug.core,SendStaticMessage,IJavaClassType,1
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.debug.core,ThrowInstruction,IJavaThread,2
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.debug.core,TwiddleOperator,IJavaPrimitiveValue,2
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.debug.core,UnaryMinusOperator,IJavaPrimitiveValue,4
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.debug.core,UnaryPlusOperator,IJavaPrimitiveValue,4
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.debug.core,UnsignedRightShiftOperator,IJavaPrimitiveValue,6
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.debug.core,XorOperator,IJavaPrimitiveValue,6
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.core,ArrayAccess,JDIDebugPlugin,3
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.core,Cast,JDIDebugPlugin,2
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.core,DivideOperator,JDIDebugPlugin,2
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.core,InstanceOfOperator,JDIDebugPlugin,1
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.core,Instruction,JDIDebugPlugin,5
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.core,PushFieldVariable,JDIDebugPlugin,2
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.core,PushLocalVariable,JDIDebugPlugin,1
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.core,PushStaticFieldVariable,JDIDebugPlugin,1
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.core,PushThis,JDIDebugPlugin,1
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.core,RemainderOperator,JDIDebugPlugin,2
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.core,SendMessage,JDIDebugPlugin,1
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.core,SendStaticMessage,JDIDebugPlugin,1
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.core.model,LocalVariableCreation,JDIDebugElement,1
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.core.model,LocalVariableCreation,JDIDebugTarget,1
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.core.model,LocalVariableCreation,JDIType,1
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.core.model,PushFieldVariable,JDIObjectValue,1
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.core.model,PushThis,JDIObjectValue,1
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.eval.ast.instructions,ArrayAccess,ArrayAccess,1
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.eval.ast.instructions,ArrayAccess,Instruction,3
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.eval.ast.instructions,ArrayAllocation,ArrayAllocation,2
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.eval.ast.instructions,ArrayAllocation,Instruction,6
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.eval.ast.instructions,ArrayInitializerInstruction,Instruction,3
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.eval.ast.instructions,AssignmentOperator,Instruction,11
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.eval.ast.instructions,BinaryOperator,BinaryOperator,54
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.eval.ast.instructions,BinaryOperator,Instruction,42
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.eval.ast.instructions,Cast,Cast,2
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.eval.ast.instructions,Cast,Instruction,22
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.eval.ast.instructions,ConditionalJump,Instruction,2
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.eval.ast.instructions,Constructor,Instruction,4
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.eval.ast.instructions,Dup,Instruction,3
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.eval.ast.instructions,DupX1,Instruction,5
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.eval.ast.instructions,EqualEqualOperator,BinaryOperator,1
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.eval.ast.instructions,GreaterEqualOperator,BinaryOperator,1
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.eval.ast.instructions,GreaterOperator,BinaryOperator,1
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.eval.ast.instructions,InstanceOfOperator,Instruction,6
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.eval.ast.instructions,Instruction,Instruction,35
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.eval.ast.instructions,Instruction,RuntimeSignature,1
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.eval.ast.instructions,Jump,Instruction,1
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.eval.ast.instructions,LeftShiftOperator,Instruction,1
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.eval.ast.instructions,LessEqualOperator,BinaryOperator,1
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.eval.ast.instructions,LessOperator,BinaryOperator,1
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.eval.ast.instructions,LocalVariableCreation,Instruction,5
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.eval.ast.instructions,LocalVariableCreation,RuntimeSignature,1
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.eval.ast.instructions,NotOperator,Instruction,2
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.eval.ast.instructions,PlusOperator,Instruction,1
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.eval.ast.instructions,PlusOperator,PlusOperator,2
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.eval.ast.instructions,Pop,Instruction,1
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.eval.ast.instructions,PostfixMinusMinusOperator,Instruction,9
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.eval.ast.instructions,PostfixPlusPlusOperator,Instruction,9
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.eval.ast.instructions,PrefixMinusMinusOperator,Instruction,9
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.eval.ast.instructions,PrefixPlusPlusOperator,Instruction,9
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.eval.ast.instructions,PushArrayLength,ArrayAccess,1
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.eval.ast.instructions,PushArrayLength,Instruction,1
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.eval.ast.instructions,PushArrayType,Instruction,2
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.eval.ast.instructions,PushBoolean,Instruction,1
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.eval.ast.instructions,PushChar,Instruction,1
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.eval.ast.instructions,PushClassLiteralValue,Instruction,3
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.eval.ast.instructions,PushDouble,Instruction,1
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.eval.ast.instructions,PushFieldVariable,Instruction,2
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.eval.ast.instructions,PushFloat,Instruction,1
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.eval.ast.instructions,PushInt,Instruction,1
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.eval.ast.instructions,PushLocalVariable,Instruction,4
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.eval.ast.instructions,PushLocalVariable,PushLocalVariable,2
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.eval.ast.instructions,PushLong,Instruction,1
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.eval.ast.instructions,PushNull,Instruction,1
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.eval.ast.instructions,PushPrimitiveType,Instruction,2
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.eval.ast.instructions,PushStaticFieldVariable,Instruction,2
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.eval.ast.instructions,PushString,Instruction,1
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.eval.ast.instructions,PushThis,Instruction,3
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.eval.ast.instructions,PushType,Instruction,2
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.eval.ast.instructions,ReturnInstruction,Instruction,1
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.eval.ast.instructions,RightShiftOperator,Instruction,1
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.eval.ast.instructions,RuntimeSignature,RuntimeSignature,5
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.eval.ast.instructions,SendMessage,Instruction,5
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.eval.ast.instructions,SendStaticMessage,Instruction,5
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.eval.ast.instructions,ThrowInstruction,Instruction,3
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.eval.ast.instructions,TwiddleOperator,Instruction,3
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.eval.ast.instructions,UnaryMinusOperator,Instruction,5
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.eval.ast.instructions,UnaryPlusOperator,Instruction,5
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.eval.ast.instructions,UnsignedRightShiftOperator,Instruction,1
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.eval.ast.instructions,Value,Instruction,2
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.eval.ast.engine,Cast,IRuntimeContext,1
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.eval.ast.engine,Constructor,IRuntimeContext,1
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.eval.ast.engine,InstanceOfOperator,IRuntimeContext,1
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.eval.ast.engine,Instruction,Interpreter,19
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.eval.ast.engine,Instruction,IRuntimeContext,3
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.eval.ast.engine,PlusOperator,IRuntimeContext,1
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.eval.ast.engine,PushLocalVariable,IRuntimeContext,1
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.eval.ast.engine,PushThis,IRuntimeContext,2
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.eval.ast.engine,SendMessage,IRuntimeContext,1
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.eval.ast.engine,SendStaticMessage,IRuntimeContext,1
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.eval.ast.engine,ThrowInstruction,IRuntimeContext,1
org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdi.internal,LocalVariableCreation,PrimitiveTypeImpl,1
org.eclipse.jdt.internal.debug.eval.ast.engine,org.eclipse.jdt.internal.debug.eval,ASTEvaluationEngine,EvaluationResult,1
org.eclipse.jdt.internal.debug.eval.ast.engine,org.eclipse.jdt.internal.debug.eval,EvalRunnable,EvaluationResult,6
org.eclipse.jdt.internal.debug.eval.ast.engine,org.eclipse.jdt.debug.eval,ASTEvaluationEngine,ICompiledExpression,3
org.eclipse.jdt.internal.debug.eval.ast.engine,org.eclipse.jdt.debug.eval,ASTEvaluationEngine,IEvaluationListener,1
org.eclipse.jdt.internal.debug.eval.ast.engine,org.eclipse.jdt.debug.eval,EvalRunnable,IEvaluationListener,1
org.eclipse.jdt.internal.debug.eval.ast.engine,org.eclipse.jdt.debug.core,AbstractRuntimeContext,IJavaClassType,1
org.eclipse.jdt.internal.debug.eval.ast.engine,org.eclipse.jdt.debug.core,AbstractRuntimeContext,IJavaDebugTarget,5
org.eclipse.jdt.internal.debug.eval.ast.engine,org.eclipse.jdt.debug.core,AbstractRuntimeContext,IJavaObject,4
org.eclipse.jdt.internal.debug.eval.ast.engine,org.eclipse.jdt.debug.core,AbstractRuntimeContext,IJavaReferenceType,3
org.eclipse.jdt.internal.debug.eval.ast.engine,org.eclipse.jdt.debug.core,AbstractRuntimeContext,IJavaValue,2
org.eclipse.jdt.internal.debug.eval.ast.engine,org.eclipse.jdt.debug.core,ArrayRuntimeContext,IJavaDebugTarget,1
org.eclipse.jdt.internal.debug.eval.ast.engine,org.eclipse.jdt.debug.core,ASTEvaluationEngine,IJavaArrayType,2
org.eclipse.jdt.internal.debug.eval.ast.engine,org.eclipse.jdt.debug.core,ASTEvaluationEngine,IJavaDebugTarget,1
org.eclipse.jdt.internal.debug.eval.ast.engine,org.eclipse.jdt.debug.core,ASTEvaluationEngine,IJavaModifiers,1
org.eclipse.jdt.internal.debug.eval.ast.engine,org.eclipse.jdt.debug.core,ASTEvaluationEngine,IJavaStackFrame,1
