topcreditor,topdebtor,creditor,debtor,amount,risk
org.eclipse.jdt.junit,org.eclipse.jdt.ui,org.eclipse.jdt.junit.wizards,org.eclipse.jdt.internal.ui.refactoring.contentassist,2,2
org.eclipse.jdt.junit,org.eclipse.jdt.ui,org.eclipse.jdt.junit.wizards,org.eclipse.jdt.internal.corext.util,2,1
org.eclipse.jdt.junit,org.eclipse.jdt.ui,org.eclipse.jdt.junit.wizards,org.eclipse.jdt.internal.corext.codemanipulation,1,1
org.eclipse.jdt.junit,org.eclipse.jdt.ui,org.eclipse.jdt.junit.launcher,org.eclipse.jdt.ui,5,2
org.eclipse.jdt.junit,org.eclipse.jdt.ui,org.eclipse.jdt.junit.launcher,org.eclipse.jdt.internal.ui.actions,1,1
org.eclipse.jdt.junit,org.eclipse.jdt.ui,org.eclipse.jdt.internal.junit.buildpath,org.eclipse.jdt.ui.wizards,1,1
org.eclipse.jdt.junit,org.eclipse.ltk.core.refactoring,org.eclipse.jdt.internal.junit.refactoring,org.eclipse.ltk.core.refactoring.participants,6,2
org.eclipse.jdt.junit.core,org.eclipse.jdt.junit.core,org.eclipse.jdt.internal.junit,org.eclipse.jdt.internal.junit,26,4
org.eclipse.jdt.junit.core,org.eclipse.jdt.junit.core,org.eclipse.jdt.internal.junit,org.eclipse.jdt.internal.junit.util,1,1
org.eclipse.jdt.junit.core,org.eclipse.jdt.junit.core,org.eclipse.jdt.internal.junit,org.eclipse.jdt.internal.junit.model,2,1
org.eclipse.jdt.junit.core,org.eclipse.jdt.junit.core,org.eclipse.jdt.internal.junit.launcher,org.eclipse.jdt.internal.junit,1,1
org.eclipse.jdt.junit.core,org.eclipse.jdt.junit.core,org.eclipse.jdt.internal.junit.launcher,org.eclipse.jdt.internal.junit.launcher,49,10
org.eclipse.jdt.junit.core,org.eclipse.jdt.junit.core,org.eclipse.jdt.internal.junit.launcher,org.eclipse.jdt.internal.junit.util,15,1
org.eclipse.jdt.junit.core,org.eclipse.jdt.junit.core,org.eclipse.jdt.internal.junit.util,org.eclipse.jdt.internal.junit.launcher,3,3
org.eclipse.jdt.junit.core,org.eclipse.jdt.junit.core,org.eclipse.jdt.internal.junit.util,org.eclipse.jdt.internal.junit.util,6,1
org.eclipse.jdt.junit.core,org.eclipse.jdt.junit.core,org.eclipse.jdt.internal.junit.buildpath,org.eclipse.jdt.internal.junit,7,1
org.eclipse.jdt.junit.core,org.eclipse.jdt.junit.core,org.eclipse.jdt.internal.junit.buildpath,org.eclipse.jdt.internal.junit.buildpath,38,5
org.eclipse.jdt.junit.core,org.eclipse.jdt.junit.core,org.eclipse.jdt.internal.junit.model,org.eclipse.jdt.internal.junit,29,3
org.eclipse.jdt.junit.core,org.eclipse.jdt.junit.core,org.eclipse.jdt.internal.junit.model,org.eclipse.jdt.internal.junit.launcher,2,1
org.eclipse.jdt.junit.core,org.eclipse.jdt.junit.core,org.eclipse.jdt.internal.junit.model,org.eclipse.jdt.internal.junit.model,319,18
org.eclipse.jdt.junit.core,org.eclipse.jdt.junit.core,org.eclipse.jdt.internal.junit.model,org.eclipse.jdt.junit.model,9,3
org.eclipse.jdt.junit.core,org.eclipse.jdt.junit.core,org.eclipse.jdt.internal.junit.model,org.eclipse.jdt.junit,5,1
org.eclipse.jdt.junit.core,org.eclipse.jdt.junit.core,org.eclipse.jdt.junit,org.eclipse.jdt.internal.junit,10,1
org.eclipse.jdt.junit.core,org.eclipse.jdt.junit.core,org.eclipse.jdt.junit,org.eclipse.jdt.internal.junit.launcher,1,1
org.eclipse.jdt.junit.core,org.eclipse.jdt.junit.core,org.eclipse.jdt.junit,org.eclipse.jdt.internal.junit.model,4,1
org.eclipse.jdt.junit.core,org.eclipse.jdt.junit.core,org.eclipse.jdt.junit.launcher,org.eclipse.jdt.internal.junit,3,2
org.eclipse.jdt.junit.core,org.eclipse.jdt.junit.core,org.eclipse.jdt.junit.launcher,org.eclipse.jdt.internal.junit.launcher,16,5
org.eclipse.jdt.junit.core,org.eclipse.jdt.junit.core,org.eclipse.jdt.junit.launcher,org.eclipse.jdt.internal.junit.util,2,1
org.eclipse.jdt.junit.core,org.eclipse.jdt.junit.core,org.eclipse.jdt.junit.launcher,org.eclipse.jdt.junit.launcher,27,2
org.eclipse.jdt.junit.core,org.eclipse.jdt.launching,org.eclipse.jdt.junit.launcher,org.eclipse.jdt.launching,21,5
org.eclipse.jdt.junit.runtime,org.eclipse.jdt.junit.runtime,org.eclipse.jdt.internal.junit.runner.junit3,org.eclipse.jdt.internal.junit.runner.junit3,42,3
org.eclipse.jdt.junit.runtime,org.eclipse.jdt.junit.runtime,org.eclipse.jdt.internal.junit.runner.junit3,org.eclipse.jdt.internal.junit.runner,27,8
org.eclipse.jdt.junit.runtime,org.eclipse.jdt.junit.runtime,org.eclipse.jdt.internal.junit.runner,org.eclipse.jdt.internal.junit.runner,139,18
org.eclipse.jdt.junit4.runtime,org.eclipse.jdt.junit.runtime,org.eclipse.jdt.internal.junit4.runner,org.eclipse.jdt.internal.junit.runner.junit3,1,1
org.eclipse.jdt.junit4.runtime,org.eclipse.jdt.junit.runtime,org.eclipse.jdt.internal.junit4.runner,org.eclipse.jdt.internal.junit.runner,11,4
org.eclipse.jdt.junit4.runtime,org.eclipse.jdt.junit4.runtime,org.eclipse.jdt.internal.junit4.runner,org.eclipse.jdt.internal.junit4.runner,16,5
org.eclipse.jdt.launching,org.eclipse.jdt.debug,org.eclipse.jdt.launching,org.eclipse.jdt.debug.core,2,1
org.eclipse.jdt.launching,org.eclipse.jdt.debug,org.eclipse.jdt.internal.launching,org.eclipse.jdt.debug.core,3,1
org.eclipse.jdt.launching,org.eclipse.jdt.debug,org.eclipse.jdt.internal.launching,com.sun.jdi,5,2
org.eclipse.jdt.launching,org.eclipse.jdt.debug,org.eclipse.jdt.internal.launching,com.sun.jdi.connect,28,5
org.eclipse.jdt.launching,org.eclipse.jdt.debug,org.eclipse.jdt.internal.launching,org.eclipse.jdi,3,1
org.eclipse.jdt.launching,org.eclipse.jdt.debug,org.eclipse.jdt.launching.sourcelookup,org.eclipse.jdt.debug.core,4,1
org.eclipse.jdt.launching,org.eclipse.jdt.debug,org.eclipse.jdt.launching.sourcelookup.containers,org.eclipse.jdt.internal.debug.core,1,1
org.eclipse.jdt.launching,org.eclipse.jdt.launching,org.eclipse.jdt.launching,org.eclipse.jdt.launching,494,24
org.eclipse.jdt.launching,org.eclipse.jdt.launching,org.eclipse.jdt.launching,org.eclipse.jdt.launching.environments,11,2
org.eclipse.jdt.launching,org.eclipse.jdt.launching,org.eclipse.jdt.launching,org.eclipse.jdt.internal.launching,74,11
org.eclipse.jdt.launching,org.eclipse.jdt.launching,org.eclipse.jdt.launching,org.eclipse.jdt.internal.launching.environments,1,1
org.eclipse.jdt.launching,org.eclipse.jdt.launching,org.eclipse.jdt.launching.environments,org.eclipse.jdt.launching,3,1
org.eclipse.jdt.launching,org.eclipse.jdt.launching,org.eclipse.jdt.launching.environments,org.eclipse.jdt.launching.environments,30,1
org.eclipse.jdt.launching,org.eclipse.jdt.launching,org.eclipse.jdt.launching.environments,org.eclipse.jdt.internal.launching,8,3
org.eclipse.jdt.launching,org.eclipse.jdt.launching,org.eclipse.jdt.internal.launching,org.eclipse.jdt.launching,252,21
org.eclipse.jdt.launching,org.eclipse.jdt.launching,org.eclipse.jdt.internal.launching,org.eclipse.jdt.launching.environments,16,3
org.eclipse.jdt.launching,org.eclipse.jdt.launching,org.eclipse.jdt.internal.launching,org.eclipse.jdt.internal.launching,570,36
org.eclipse.jdt.launching,org.eclipse.jdt.launching,org.eclipse.jdt.internal.launching,org.eclipse.jdt.launching.sourcelookup,4,1
org.eclipse.jdt.launching,org.eclipse.jdt.launching,org.eclipse.jdt.internal.launching,org.eclipse.jdt.launching.sourcelookup.containers,4,4
org.eclipse.jdt.launching,org.eclipse.jdt.launching,org.eclipse.jdt.launching.sourcelookup,org.eclipse.jdt.launching,13,2
org.eclipse.jdt.launching,org.eclipse.jdt.launching,org.eclipse.jdt.launching.sourcelookup,org.eclipse.jdt.internal.launching,18,1
org.eclipse.jdt.launching,org.eclipse.jdt.launching,org.eclipse.jdt.launching.sourcelookup,org.eclipse.jdt.launching.sourcelookup,95,6
org.eclipse.jdt.launching,org.eclipse.jdt.launching,org.eclipse.jdt.launching.sourcelookup.containers,org.eclipse.jdt.launching,9,1
org.eclipse.jdt.launching,org.eclipse.jdt.launching,org.eclipse.jdt.launching.sourcelookup.containers,org.eclipse.jdt.launching.sourcelookup.containers,12,3
org.eclipse.jdt.launching,org.eclipse.jdt.launching,org.eclipse.jdt.internal.launching.environments,org.eclipse.jdt.launching,19,6
org.eclipse.jdt.launching,org.eclipse.jdt.launching,org.eclipse.jdt.internal.launching.environments,org.eclipse.jdt.launching.environments,14,5
org.eclipse.jdt.launching,org.eclipse.jdt.launching,org.eclipse.jdt.internal.launching.environments,org.eclipse.jdt.internal.launching,11,1
org.eclipse.jdt.launching,org.eclipse.jdt.launching,org.eclipse.jdt.internal.launching.environments,org.eclipse.jdt.internal.launching.environments,66,6
